StatePair,OriginState,DestState,TotalFare,TotalTickets,AvgFare
North Carolina:Montana,North Carolina,Montana,868938.7700000003,2427,358.02998351874754
Oklahoma:Oregon,Oklahoma,Oregon,847429.8300000008,3044,278.39350525624207
Rhode Island:Wyoming,Rhode Island,Wyoming,28567.52,72,396.7711111111111
Idaho:Indiana,Idaho,Indiana,274364.2200000002,907,302.4963836824699
Virginia:Puerto Rico,Virginia,Puerto Rico,2207954.9700000025,8397,262.9456913183283
Maryland:West Virginia,Maryland,West Virginia,41010.939999999995,117,350.52085470085467
New Mexico:North Carolina,New Mexico,North Carolina,836262.3100000004,3214,260.19362476664605
Washington:Vermont,Washington,Vermont,312948.78,985,317.71449746192894
Illinois:Illinois,Illinois,Illinois,612496.9800000002,2185,280.31898398169346
U.S. Pacific Trust Territories and Possessions:Alabama,U.S. Pacific Trust Territories and Possessions,Alabama,17724.14,12,1477.0116666666665
Connecticut:West Virginia,Connecticut,West Virginia,53739.270000000004,179,300.21938547486036
Indiana:California,Indiana,California,9814443.870000012,33884,289.64832575847043
New Mexico:South Dakota,New Mexico,South Dakota,115228.84000000001,375,307.2769066666667
Arizona:Maryland,Arizona,Maryland,2686772.4700000025,9761,275.2558621042929
Mississippi:Montana,Mississippi,Montana,77741.68999999994,212,366.70608490566013
Virginia:Georgia,Virginia,Georgia,7671485.529999979,34410,222.94349113629698
Kansas:Wyoming,Kansas,Wyoming,31779.429999999997,101,314.6478217821782
Montana:Pennsylvania,Montana,Pennsylvania,1088603.3300000005,3147,345.9178042580237
Iowa:Minnesota,Iowa,Minnesota,307880.5800000003,1145,268.8913362445418
South Dakota:Florida,South Dakota,Florida,1324953.2899999993,4587,288.8496381076955
New Mexico:Montana,New Mexico,Montana,278791.41000000003,943,295.64306468716865
West Virginia:Connecticut,West Virginia,Connecticut,47627.55999999999,157,303.36025477707
Texas:Missouri,Texas,Missouri,11316814.189999959,52278,216.47374019664025
Louisiana:Alabama,Louisiana,Alabama,418317.42999999993,1375,304.2308581818181
Kansas:Idaho,Kansas,Idaho,76246.06999999999,250,304.98427999999996
Texas:Ohio,Texas,Ohio,12627741.339999972,48785,258.8447543302239
Indiana:Alabama,Indiana,Alabama,470895.2,1580,298.03493670886076
California:Washington,California,Washington,27162437.519999962,148825,182.51259882412205
Kansas:South Carolina,Kansas,South Carolina,206104.70999999996,715,288.2583356643356
Hawaii:Maryland,Hawaii,Maryland,1846182.4399999946,3604,512.2592785793547
Maine:Hawaii,Maine,Hawaii,240967.90000000008,426,565.6523474178406
New York:U.S. Pacific Trust Territories and Possessions,New York,U.S. Pacific Trust Territories and Possessions,30358.77,30,1011.9590000000001
Maryland:Tennessee,Maryland,Tennessee,1607253.5600000015,7875,204.09569015873035
Missouri:New Jersey,Missouri,New Jersey,3235822.8399999994,12116,267.07022449653346
Tennessee:Mississippi,Tennessee,Mississippi,256086.91999999995,945,270.9914497354497
North Carolina:Rhode Island,North Carolina,Rhode Island,1292465.5900000008,6022,214.62397708402537
Missouri:Ohio,Missouri,Ohio,2724492.500000001,11828,230.3426192086575
Maryland:Utah,Maryland,Utah,1415349.4300000023,4986,283.86470718010474
Virginia:Kentucky,Virginia,Kentucky,3119594.829999996,13612,229.17975536291476
Indiana:Maryland,Indiana,Maryland,659959.7200000006,3164,208.58398230088514
California:Montana,California,Montana,5067728.130000015,22611,224.12666976250563
Rhode Island:Oregon,Rhode Island,Oregon,206667.17999999996,636,324.948396226415
North Dakota:Indiana,North Dakota,Indiana,295132.8099999999,1023,288.49737047898327
Florida:U.S. Pacific Trust Territories and Possessions,Florida,U.S. Pacific Trust Territories and Possessions,147069.03000000003,135,1089.4002222222225
Michigan:Iowa,Michigan,Iowa,751376.2399999995,2676,280.7833482810163
Washington:Hawaii,Washington,Hawaii,9813834.839999987,29523,332.41319784574694
Alabama:North Carolina,Alabama,North Carolina,1869185.6700000016,7639,244.68983767508857
New Mexico:Nevada,New Mexico,Nevada,696191.5699999994,3647,190.89431587606234
Alabama:Oklahoma,Alabama,Oklahoma,537704.0699999995,1909,281.6679256155052
Wisconsin:Wyoming,Wisconsin,Wyoming,112588.10999999999,356,316.2587359550561
Indiana:Connecticut,Indiana,Connecticut,661027.3999999996,2528,261.48235759493656
Hawaii:Maine,Hawaii,Maine,255458.7099999999,449,568.9503563474385
Nebraska:Kentucky,Nebraska,Kentucky,470804.9400000002,1672,281.5819019138757
Texas:New Hampshire,Texas,New Hampshire,973109.050000001,3881,250.73667869105927
New Jersey:U.S. Virgin Islands,New Jersey,U.S. Virgin Islands,667193.8899999998,2051,325.30175036567516
Oregon:Kansas,Oregon,Kansas,272752.2899999999,954,285.90386792452824
Alabama:Wyoming,Alabama,Wyoming,123699.97999999997,330,374.84842424242413
Illinois:Arkansas,Illinois,Arkansas,1772357.870000001,5952,297.7751797715056
Hawaii:Iowa,Hawaii,Iowa,750602.5500000004,1428,525.6320378151263
Minnesota:Louisiana,Minnesota,Louisiana,1486312.5800000029,5680,261.67475000000053
South Dakota:New Jersey,South Dakota,New Jersey,186294.58000000005,536,347.5645149253732
Idaho:Maine,Idaho,Maine,64807.55,151,429.18907284768216
Utah:Georgia,Utah,Georgia,2570197.4499999927,7964,322.72695253641297
Alabama:Florida,Alabama,Florida,3718052.8899999983,15838,234.75520204571274
Puerto Rico:Georgia,Puerto Rico,Georgia,1233949.1899999997,4292,287.499811276794
Kansas:Virginia,Kansas,Virginia,665341.1999999994,2551,260.81583692669517
West Virginia:New York,West Virginia,New York,247245.7700000001,871,283.86425947187155
Florida:Nebraska,Florida,Nebraska,3441251.630000002,14253,241.44051287448272
Puerto Rico:Wisconsin,Puerto Rico,Wisconsin,397361.7400000003,1372,289.62225947521887
North Carolina:South Carolina,North Carolina,South Carolina,479725.2699999999,1789,268.1527501397428
Nebraska:U.S. Pacific Trust Territories and Possessions,Nebraska,U.S. Pacific Trust Territories and Possessions,7417.89,6,1236.315
Wisconsin:Wisconsin,Wisconsin,Wisconsin,4698.98,24,195.79083333333332
Oregon:Nevada,Oregon,Nevada,2210711.5599999907,13691,161.47188371923093
Tennessee:Nebraska,Tennessee,Nebraska,709854.1600000005,2871,247.2497944966912
Alabama:Mississippi,Alabama,Mississippi,30791.22,86,358.03744186046515
Iowa:U.S. Pacific Trust Territories and Possessions,Iowa,U.S. Pacific Trust Territories and Possessions,1259.9,1,1259.9
Montana:New York,Montana,New York,1484072.3799999987,4289,346.0182746560967
New Mexico:Wisconsin,New Mexico,Wisconsin,401585.9999999997,1544,260.09455958549205
Tennessee:Idaho,Tennessee,Idaho,531881.7999999999,1590,334.5168553459119
Nevada:Alabama,Nevada,Alabama,1198701.9299999995,4119,291.01770575382363
New Hampshire:Virginia,New Hampshire,Virginia,788440.3999999997,3932,200.51892166836208
Hawaii:Wyoming,Hawaii,Wyoming,159987.76000000004,309,517.7597411003237
Massachusetts:New Mexico,Massachusetts,New Mexico,808849.9900000016,3103,260.66709313567566
Georgia:Texas,Georgia,Texas,13941673.759999935,64396,216.49906453816905
New Hampshire:U.S. Virgin Islands,New Hampshire,U.S. Virgin Islands,16456.07,49,335.8381632653061
Colorado:Florida,Colorado,Florida,14913225.810000008,57329,260.13406495839814
Wisconsin:Maryland,Wisconsin,Maryland,850721.0499999991,3791,224.40544711157983
Nevada:U.S. Virgin Islands,Nevada,U.S. Virgin Islands,149348.81999999995,360,414.8578333333332
Pennsylvania:Texas,Pennsylvania,Texas,19924109.480000004,73508,271.04681776133214
Colorado:Ohio,Colorado,Ohio,3960621.0900000012,16100,246.00130993788827
Vermont:South Dakota,Vermont,South Dakota,22591.54,67,337.1871641791045
Hawaii:Montana,Hawaii,Montana,989377.7800000007,2503,395.2767798641633
Texas:Montana,Texas,Montana,2882904.9199999976,8925,323.0145568627448
New Hampshire:New Mexico,New Hampshire,New Mexico,144229.90000000002,572,252.15017482517487
Florida:Arkansas,Florida,Arkansas,3095945.4700000035,11785,262.7022036487063
Florida:Alaska,Florida,Alaska,2318780.849999999,5992,386.9794475967956
Alabama:Puerto Rico,Alabama,Puerto Rico,249053.30000000008,796,312.8810301507539
Nebraska:Wisconsin,Nebraska,Wisconsin,469356.02999999985,1888,248.59959216101686
California:Utah,California,Utah,10539368.770000022,57450,183.45289416884285
Florida:Washington,Florida,Washington,12010824.939999983,41452,289.7526039756823
Mississippi:Virginia,Mississippi,Virginia,1241741.0100000012,4649,267.09851796085206
Virginia:West Virginia,Virginia,West Virginia,186057.30999999994,696,267.32372126436775
Montana:Maryland,Montana,Maryland,550263.8899999999,1779,309.31078695896565
Mississippi:Vermont,Mississippi,Vermont,27747.690000000002,92,301.60532608695655
Rhode Island:New York,Rhode Island,New York,139508.75999999995,567,246.0471957671957
Wisconsin:U.S. Virgin Islands,Wisconsin,U.S. Virgin Islands,137944.59999999998,366,376.8978142076502
Arkansas:Tennessee,Arkansas,Tennessee,523609.87,1771,295.6577470355731
California:New Mexico,California,New Mexico,4659483.859999995,22162,210.2465418283546
Illinois:Wyoming,Illinois,Wyoming,649801.7099999995,1682,386.3268192627821
New Hampshire:Georgia,New Hampshire,Georgia,579496.4500000003,2459,235.66346075640516
Tennessee:West Virginia,Tennessee,West Virginia,116649.88999999998,348,335.20083333333326
Oklahoma:Kentucky,Oklahoma,Kentucky,643719.7599999998,2188,294.2046435100547
Arkansas:Indiana,Arkansas,Indiana,360394.08,1232,292.5276623376624
Iowa:West Virginia,Iowa,West Virginia,24534.46,85,288.6407058823529
Kansas:Nevada,Kansas,Nevada,440226.2500000001,2241,196.4418786256136
Florida:Ohio,Florida,Ohio,14611195.660000028,76526,190.93113007343945
Washington:Wisconsin,Washington,Wisconsin,2094255.3700000006,7331,285.6711731005321
North Carolina:Florida,North Carolina,Florida,16097988.61999997,73675,218.50001520189983
New Hampshire:Michigan,New Hampshire,Michigan,516506.9599999997,2190,235.84792694063913
Puerto Rico:North Carolina,Puerto Rico,North Carolina,1312502.5600000024,4991,262.97386495692297
Idaho:Tennessee,Idaho,Tennessee,525357.2000000003,1564,335.90613810741706
Pennsylvania:West Virginia,Pennsylvania,West Virginia,153717.67000000007,503,305.60172962226653
Georgia:West Virginia,Georgia,West Virginia,317714.3799999999,1216,261.2782730263157
Hawaii:Illinois,Hawaii,Illinois,6770587.179999994,12998,520.8945360824738
Iowa:Michigan,Iowa,Michigan,742384.6499999997,2639,281.3128647214853
Nebraska:Maine,Nebraska,Maine,120847.38999999997,424,285.0174292452829
New Hampshire:Missouri,New Hampshire,Missouri,433935.6500000002,1723,251.84889727219976
Oklahoma:Idaho,Oklahoma,Idaho,272427.5799999999,977,278.84092118730797
Georgia:New York,Georgia,New York,14030946.240000095,56332,249.07594688631852
Oklahoma:Utah,Oklahoma,Utah,693119.84,2714,255.3868238761975
Rhode Island:Florida,Rhode Island,Florida,4810720.630000002,24515,196.2357997144606
Rhode Island:Virginia,Rhode Island,Virginia,1497448.5799999984,7004,213.79905482581358
Massachusetts:Kentucky,Massachusetts,Kentucky,2598346.8499999973,8372,310.36154443382674
New Hampshire:Minnesota,New Hampshire,Minnesota,269907.18000000005,1058,255.11075614366734
New Jersey:Connecticut,New Jersey,Connecticut,29508.899999999994,72,409.84583333333325
Nebraska:Minnesota,Nebraska,Minnesota,898853.4200000005,2563,350.7036363636366
Oregon:Connecticut,Oregon,Connecticut,539907.2000000004,1672,322.9110047846892
Texas:Connecticut,Texas,Connecticut,3703413.8200000017,12873,287.6884813174863
Texas:Michigan,Texas,Michigan,14412018.160000026,54764,263.16591483456335
Arkansas:Rhode Island,Arkansas,Rhode Island,145307.21000000002,474,306.55529535864986
New Hampshire:Iowa,New Hampshire,Iowa,87436.73000000001,296,295.3943581081081
Connecticut:U.S. Virgin Islands,Connecticut,U.S. Virgin Islands,197794.0200000001,681,290.44643171806183
Utah:Ohio,Utah,Ohio,1482136.3300000005,5192,285.4653948382127
Maryland:Rhode Island,Maryland,Rhode Island,346243.31999999995,2330,148.60228326180254
North Carolina:Nebraska,North Carolina,Nebraska,1128694.8000000012,4389,257.1644565960358
Louisiana:Kansas,Louisiana,Kansas,266213.75,1108,240.26511732851986
Ohio:Kansas,Ohio,Kansas,357502.42999999964,1347,265.4064068299923
Maryland:Puerto Rico,Maryland,Puerto Rico,871892.7800000008,3730,233.75141554959808
New York:Massachusetts,New York,Massachusetts,5030161.499999997,24416,206.01906536697237
New York:Michigan,New York,Michigan,7478546.1999999955,27611,270.8538698344861
Ohio:Tennessee,Ohio,Tennessee,1933919.879999998,8948,216.1287304425568
New Hampshire:Wisconsin,New Hampshire,Wisconsin,261267.15,948,275.59825949367087
Utah:Washington,Utah,Washington,2393270.369999998,11413,209.69686935950213
U.S. Pacific Trust Territories and Possessions:Kansas,U.S. Pacific Trust Territories and Possessions,Kansas,7709.33,7,1101.3328571428572
Kentucky:Illinois,Kentucky,Illinois,2869877.6899999995,12340,232.56707374392215
Mississippi:New Hampshire,Mississippi,New Hampshire,50406.09999999999,162,311.1487654320987
Oklahoma:Illinois,Oklahoma,Illinois,1960841.270000001,8754,223.99374800091397
Connecticut:Michigan,Connecticut,Michigan,1147750.4600000023,4055,283.0457361282373
Oklahoma:Kansas,Oklahoma,Kansas,3233.5,9,359.27777777777777
Virginia:New Mexico,Virginia,New Mexico,1936048.8800000018,6683,289.69757294628187
North Dakota:Kentucky,North Dakota,Kentucky,248816.6400000001,774,321.46852713178305
Delaware:Florida,Delaware,Florida,29098.410000000003,288,101.03614583333335
Florida:Wyoming,Florida,Wyoming,822214.8800000005,2280,360.620561403509
Alabama:Ohio,Alabama,Ohio,1039627.3800000006,3971,261.8049307479226
Vermont:Hawaii,Vermont,Hawaii,134236.28000000006,248,541.2753225806454
New Hampshire:Utah,New Hampshire,Utah,233897.49000000002,840,278.44939285714287
Indiana:Virginia,Indiana,Virginia,2798120.3800000036,12779,218.96238985836166
Rhode Island:Mississippi,Rhode Island,Mississippi,86517.65000000001,299,289.35668896321073
North Dakota:Illinois,North Dakota,Illinois,928547.6900000002,3274,283.61261148442276
Connecticut:Alaska,Connecticut,Alaska,164673.12000000002,357,461.26924369747906
Wisconsin:Alaska,Wisconsin,Alaska,444749.39000000025,1158,384.06683074266
Kansas:Illinois,Kansas,Illinois,689320.4699999999,3465,198.93808658008655
Iowa:Montana,Iowa,Montana,205914.73,668,308.25558383233533
New York:Arizona,New York,Arizona,8422860.060000023,29444,286.0637162070379
Georgia:Indiana,Georgia,Indiana,2122875.7299999986,9519,223.01457400987485
Florida:California,Florida,California,60510526.45999995,197842,305.85278383760755
Pennsylvania:Indiana,Pennsylvania,Indiana,2468652.3100000005,9470,260.68134213305177
Texas:South Dakota,Texas,South Dakota,1510686.730000002,5027,300.51456733638395
Arkansas:New York,Arkansas,New York,2021159.3000000014,6945,291.0236573074156
Vermont:Ohio,Vermont,Ohio,196599.50000000012,678,289.96976401179955
New Mexico:Oklahoma,New Mexico,Oklahoma,408108.25,1558,261.94367779204106
Oklahoma:North Carolina,Oklahoma,North Carolina,1555551.8400000017,6111,254.54947471772243
Maine:California,Maine,California,2160411.070000004,6371,339.1007800973166
Rhode Island:Iowa,Rhode Island,Iowa,119834.08999999997,390,307.26689743589736
Utah:Maine,Utah,Maine,251284.84000000003,797,315.28838143036387
Oregon:Maryland,Oregon,Maryland,1210800.5599999991,4485,269.9666800445929
West Virginia:Arkansas,West Virginia,Arkansas,60064.63000000001,187,321.2012299465241
Massachusetts:Utah,Massachusetts,Utah,2220973.509999999,6673,332.82983815375377
Wisconsin:Virginia,Wisconsin,Virginia,2896954.669999991,12463,232.44440905078963
Utah:North Dakota,Utah,North Dakota,484889.67000000016,1497,323.90759519038085
Missouri:North Dakota,Missouri,North Dakota,726062.7700000004,2253,322.2648779405239
New Hampshire:Alabama,New Hampshire,Alabama,209634.25999999966,739,283.6728822733419
Wyoming:Iowa,Wyoming,Iowa,56078.82000000001,184,304.77619565217395
Iowa:Ohio,Iowa,Ohio,730460.7700000004,2780,262.7556726618706
Massachusetts:Louisiana,Massachusetts,Louisiana,2101584.589999996,8951,234.78768740922757
North Carolina:Louisiana,North Carolina,Louisiana,3091799.2500000005,12316,251.03923757713548
Alaska:New Hampshire,Alaska,New Hampshire,22671.27,59,384.25881355932205
Arkansas:Pennsylvania,Arkansas,Pennsylvania,1329771.8099999991,4389,302.97831168831146
Indiana:Utah,Indiana,Utah,873485.4799999999,2994,291.74531730126915
Florida:Missouri,Florida,Missouri,13215285.090000004,58220,226.9887511164549
U.S. Virgin Islands:Virginia,U.S. Virgin Islands,Virginia,1232688.9200000006,3878,317.8671789582261
North Carolina:Georgia,North Carolina,Georgia,4264645.710000011,19780,215.60392871587518
Louisiana:Alaska,Louisiana,Alaska,765215.6000000003,1693,451.98795038393405
Alabama:Texas,Alabama,Texas,5549036.390000001,21539,257.62739170806447
Iowa:South Carolina,Iowa,South Carolina,333810.81,1213,275.19440230832646
North Carolina:West Virginia,North Carolina,West Virginia,176519.57000000004,608,290.328240131579
Kansas:Indiana,Kansas,Indiana,186095.24000000017,737,252.50371777476278
South Carolina:Connecticut,South Carolina,Connecticut,815842.320000001,3680,221.69628260869592
Arkansas:Kansas,Arkansas,Kansas,34203.83,134,255.25246268656718
Nevada:Nebraska,Nevada,Nebraska,989190.6500000006,4406,224.50990694507504
Oklahoma:Oklahoma,Oklahoma,Oklahoma,184.0,1,184.0
Kansas:Arizona,Kansas,Arizona,476864.0999999998,1997,238.79023535302946
Minnesota:Oregon,Minnesota,Oregon,1961690.2899999998,6877,285.2537865348262
Massachusetts:Illinois,Massachusetts,Illinois,5754156.11000002,26772,214.931873225759
South Dakota:Rhode Island,South Dakota,Rhode Island,38279.350000000006,107,357.75093457943933
U.S. Pacific Trust Territories and Possessions:Alaska,U.S. Pacific Trust Territories and Possessions,Alaska,75231.78,63,1194.155238095238
Missouri:Missouri,Missouri,Missouri,355020.08999999985,2497,142.17865038045647
Idaho:Alaska,Idaho,Alaska,687661.2099999997,2422,283.9228777869528
Virginia:Virginia,Virginia,Virginia,363628.6900000001,1641,221.58969530773925
Utah:Iowa,Utah,Iowa,375827.6800000004,1406,267.30275960170724
Massachusetts:Oklahoma,Massachusetts,Oklahoma,843995.3599999996,3033,278.2708077810747
North Dakota:New Mexico,North Dakota,New Mexico,162455.84000000003,547,296.99422303473494
Maine:U.S. Pacific Trust Territories and Possessions,Maine,U.S. Pacific Trust Territories and Possessions,1014.48,2,507.24
Arizona:South Dakota,Arizona,South Dakota,533564.7000000002,2253,236.82410119840222
Montana:North Carolina,Montana,North Carolina,860584.43,2423,355.1731035905902
Alabama:Kansas,Alabama,Kansas,185827.96000000005,616,301.6687662337663
Utah:Oregon,Utah,Oregon,1458818.4599999997,7811,186.76462168736393
Texas:Alabama,Texas,Alabama,5925731.579999994,22235,266.5046809084773
Minnesota:Connecticut,Minnesota,Connecticut,1429220.7500000014,4426,322.91476502485347
New York:Kentucky,New York,Kentucky,5328674.119999989,17539,303.81858258737606
New Jersey:Wyoming,New Jersey,Wyoming,477612.70000000024,1147,416.4016564952051
Wyoming:Colorado,Wyoming,Colorado,487190.4900000003,1656,294.19715579710163
Illinois:Massachusetts,Illinois,Massachusetts,6025109.3699999815,27303,220.67572684320336
Florida:Massachusetts,Florida,Massachusetts,18686447.239999883,83670,223.335093103859
South Dakota:Alaska,South Dakota,Alaska,194934.54,491,397.0153564154786
Louisiana:U.S. Pacific Trust Territories and Possessions,Louisiana,U.S. Pacific Trust Territories and Possessions,32512.23,28,1161.1510714285714
Oklahoma:Indiana,Oklahoma,Indiana,589460.4500000003,2260,260.8232079646019
Puerto Rico:Mississippi,Puerto Rico,Mississippi,95809.44000000002,263,364.2944486692016
Rhode Island:Louisiana,Rhode Island,Louisiana,423506.31999999983,1663,254.664052916416
Louisiana:North Dakota,Louisiana,North Dakota,600195.7399999999,1639,366.1963026235509
Texas:Wisconsin,Texas,Wisconsin,6723634.219999988,25290,265.8613768287856
Oregon:Rhode Island,Oregon,Rhode Island,208424.90000000008,649,321.1477657935286
New Mexico:Louisiana,New Mexico,Louisiana,574348.7900000003,2171,264.554947029019
Florida:New Hampshire,Florida,New Hampshire,2810198.6300000064,14037,200.19937522262637
South Carolina:Hawaii,South Carolina,Hawaii,798745.8199999995,1473,542.2578547182617
New Mexico:Wyoming,New Mexico,Wyoming,72224.09,239,302.1928451882845
Wisconsin:Indiana,Wisconsin,Indiana,487406.8900000002,1876,259.811775053305
New Mexico:Virginia,New Mexico,Virginia,1902325.8499999985,6589,288.71237668841985
Colorado:Michigan,Colorado,Michigan,3986442.3500000085,17014,234.3036528741042
Montana:Hawaii,Montana,Hawaii,965687.5099999987,2481,389.2331761386533
New Hampshire:Hawaii,New Hampshire,Hawaii,93709.97000000006,172,544.8254069767445
U.S. Pacific Trust Territories and Possessions:U.S. Pacific Trust Territories and Possessions,U.S. Pacific Trust Territories and Possessions,U.S. Pacific Trust Territories and Possessions,104924.97,517,202.9496518375242
West Virginia:Colorado,West Virginia,Colorado,224035.27999999985,669,334.8808370702539
Massachusetts:New Jersey,Massachusetts,New Jersey,2085874.009999999,9122,228.66410984433227
Connecticut:Vermont,Connecticut,Vermont,1073.96,4,268.49
Ohio:Minnesota,Ohio,Minnesota,3243727.840000002,11378,285.0876990683778
Puerto Rico:New Jersey,Puerto Rico,New Jersey,1959128.7599999986,7199,272.1390137519098
Maine:Nevada,Maine,Nevada,452314.0199999999,1486,304.38359353970384
Florida:Maryland,Florida,Maryland,7752723.460000014,42074,184.26399819365912
Idaho:Connecticut,Idaho,Connecticut,120550.85999999997,381,316.4064566929133
Tennessee:U.S. Pacific Trust Territories and Possessions,Tennessee,U.S. Pacific Trust Territories and Possessions,33683.83,31,1086.5751612903227
New Jersey:Arizona,New Jersey,Arizona,4148659.940000002,13875,299.00251819819835
Ohio:Nevada,Ohio,Nevada,3499165.6799999983,14810,236.27047130317342
Texas:Georgia,Texas,Georgia,13761705.98000003,63366,217.17807625540559
Connecticut:Iowa,Connecticut,Iowa,245920.66999999998,855,287.62651461988304
New Hampshire:Colorado,New Hampshire,Colorado,466530.5100000001,1743,267.6595008605853
Alaska:Hawaii,Alaska,Hawaii,2110095.230000002,5496,383.93290211062623
West Virginia:Alaska,West Virginia,Alaska,35648.719999999994,77,462.97038961038953
Montana:New Mexico,Montana,New Mexico,297266.36,979,303.642860061287
Texas:Maine,Texas,Maine,1474904.0599999998,5046,292.29172810146645
Minnesota:West Virginia,Minnesota,West Virginia,109566.89000000001,276,396.9814855072464
Wisconsin:Arizona,Wisconsin,Arizona,2760615.160000005,10948,252.15702959444693
Hawaii:Arizona,Hawaii,Arizona,4516780.5500000045,11785,383.2652142554098
Indiana:South Carolina,Indiana,South Carolina,940817.9699999994,3908,240.74154810644816
Florida:Oklahoma,Florida,Oklahoma,5043521.710000003,20158,250.1995093759303
New Hampshire:Kansas,New Hampshire,Kansas,37523.37,130,288.6413076923077
Colorado:Indiana,Colorado,Indiana,1792539.9300000004,7880,227.4796865482234
North Dakota:Puerto Rico,North Dakota,Puerto Rico,85293.5,186,458.56720430107526
Utah:Maryland,Utah,Maryland,1423819.5999999968,5025,283.34718407960133
Alaska:Nebraska,Alaska,Nebraska,243166.63999999993,702,346.391225071225
Wyoming:Nevada,Wyoming,Nevada,267714.55,1094,244.71165447897621
Minnesota:Kansas,Minnesota,Kansas,420751.95999999973,1377,305.5569789397238
North Dakota:Louisiana,North Dakota,Louisiana,619138.1499999998,1681,368.31537775133836
Nevada:Massachusetts,Nevada,Massachusetts,3864575.139999993,14237,271.4458902858743
Utah:New Hampshire,Utah,New Hampshire,242397.1499999999,867,279.58148788927326
Illinois:California,Illinois,California,35573786.01999982,121932,291.7510253255898
Utah:Nebraska,Utah,Nebraska,520448.99999999994,2045,254.49828850855744
Hawaii:Rhode Island,Hawaii,Rhode Island,304326.29000000004,559,544.4119677996423
Montana:Ohio,Montana,Ohio,616738.6199999995,1877,328.57678209909403
Alaska:Arkansas,Alaska,Arkansas,275862.0899999998,639,431.70906103286353
Washington:West Virginia,Washington,West Virginia,134633.16999999995,360,373.9810277777776
Maine:South Carolina,Maine,South Carolina,428818.96999999974,1845,232.42220596205948
Nebraska:North Carolina,Nebraska,North Carolina,1089316.079999999,4305,253.0350940766548
New Mexico:Ohio,New Mexico,Ohio,679049.4599999993,2508,270.75337320574135
Mississippi:Maryland,Mississippi,Maryland,290925.4000000001,1149,253.19878154917328
New Jersey:New York,New Jersey,New York,834529.0299999997,4480,186.27880133928565
Minnesota:U.S. Virgin Islands,Minnesota,U.S. Virgin Islands,354377.08000000025,963,367.992814122534
Mississippi:Rhode Island,Mississippi,Rhode Island,92674.42,309,299.91721682847896
Wyoming:Virginia,Wyoming,Virginia,702539.8500000006,1898,370.14744467860936
Missouri:Hawaii,Missouri,Hawaii,3249261.8700000057,6649,488.6842938787796
U.S. Virgin Islands:New Hampshire,U.S. Virgin Islands,New Hampshire,17460.329999999998,47,371.4963829787234
Missouri:Mississippi,Missouri,Mississippi,391507.76999999996,1464,267.4233401639344
Washington:Idaho,Washington,Idaho,1332323.3699999994,8411,158.40249316371413
Wisconsin:Illinois,Wisconsin,Illinois,501470.5700000002,1838,272.83491294885755
Louisiana:Arizona,Louisiana,Arizona,1774957.3099999954,7004,253.4205182752706
Minnesota:Wisconsin,Minnesota,Wisconsin,1303205.6099999996,5772,225.78059771309765
Florida:Tennessee,Florida,Tennessee,11341565.649999974,51342,220.9022953916866
Massachusetts:Alaska,Massachusetts,Alaska,846795.4799999996,2353,359.87908202294926
Colorado:West Virginia,Colorado,West Virginia,217674.0800000001,660,329.8092121212123
New Jersey:Utah,New Jersey,Utah,1436533.769999999,4381,327.90088335996325
Louisiana:Maine,Louisiana,Maine,410054.1399999998,1434,285.95128312412817
Maine:Ohio,Maine,Ohio,507906.24,2155,235.68735034802785
Nevada:Indiana,Nevada,Indiana,1812441.7000000032,7100,255.2734788732399
Massachusetts:Indiana,Massachusetts,Indiana,1725768.4400000002,6740,256.04872997032646
Wyoming:Maine,Wyoming,Maine,47671.08,121,393.97586776859504
Indiana:West Virginia,Indiana,West Virginia,17965.15,49,366.6357142857143
South Dakota:Louisiana,South Dakota,Louisiana,216357.08,696,310.8578735632184
New York:Georgia,New York,Georgia,13949821.41999991,55505,251.3254917574977
Louisiana:Ohio,Louisiana,Ohio,1961317.8399999947,8024,244.4314356929206
Texas:North Carolina,Texas,North Carolina,17852522.069999922,66649,267.85881363561225
North Dakota:North Dakota,North Dakota,North Dakota,7324.71,20,366.2355
Vermont:West Virginia,Vermont,West Virginia,15949.13,49,325.4924489795918
West Virginia:Wisconsin,West Virginia,Wisconsin,60198.73999999999,164,367.065487804878
California:Mississippi,California,Mississippi,1865137.0299999982,5880,317.2001751700677
Puerto Rico:Kansas,Puerto Rico,Kansas,88819.53000000003,285,311.64747368421064
North Carolina:North Carolina,North Carolina,North Carolina,889916.6799999988,3719,239.2892390427531
Kentucky:Iowa,Kentucky,Iowa,355324.05,1236,287.4790048543689
Wyoming:New York,Wyoming,New York,901403.6900000002,2301,391.7443242068667
U.S. Virgin Islands:New Mexico,U.S. Virgin Islands,New Mexico,53543.35,138,387.99528985507243
U.S. Pacific Trust Territories and Possessions:Ohio,U.S. Pacific Trust Territories and Possessions,Ohio,23236.49,24,968.1870833333334
Tennessee:Vermont,Tennessee,Vermont,253061.8100000001,830,304.89374698795194
South Carolina:Colorado,South Carolina,Colorado,2010627.1700000016,7372,272.7383572978841
Ohio:Louisiana,Ohio,Louisiana,1895706.5400000047,7900,239.96285316455754
California:Virginia,California,Virginia,45605305.6199995,130021,350.753383068885
Massachusetts:Arkansas,Massachusetts,Arkansas,656068.8000000004,2156,304.2990723562154
Rhode Island:North Dakota,Rhode Island,North Dakota,34004.14000000001,107,317.7957009345795
