StatePair,OriginState,DestState,TotalFare,TotalTickets,AvgFare
California:Colorado,California,Colorado,21866985.239999883,93816,233.08375159887314
New Mexico:Alabama,New Mexico,Alabama,308457.3099999999,1041,296.30865513928904
Nevada:New Mexico,Nevada,New Mexico,711129.2500000003,3738,190.24324505082942
Pennsylvania:Oklahoma,Pennsylvania,Oklahoma,1845940.5199999996,6258,294.97291786513256
Virginia:North Carolina,Virginia,North Carolina,5291846.369999998,22978,230.30056445295492
California:Texas,California,Texas,67041397.150000505,260112,257.74050082272447
Georgia:Oklahoma,Georgia,Oklahoma,2016915.4399999997,8242,244.71189517107496
Maryland:South Dakota,Maryland,South Dakota,225819.05000000002,736,306.8193614130435
Puerto Rico:Hawaii,Puerto Rico,Hawaii,184826.75,312,592.3934294871794
Maine:Wisconsin,Maine,Wisconsin,387708.38000000024,1341,289.1188516032813
South Dakota:Maryland,South Dakota,Maryland,212390.64000000004,700,303.4152000000001
Maine:Colorado,Maine,Colorado,695560.9200000003,2327,298.9088611946714
Illinois:Mississippi,Illinois,Mississippi,570860.1799999996,2126,268.51372530573826
New York:Rhode Island,New York,Rhode Island,125334.13000000003,531,236.0341431261771
Vermont:Massachusetts,Vermont,Massachusetts,2447.5,7,349.64285714285717
Louisiana:Wyoming,Louisiana,Wyoming,253151.95000000013,707,358.0649929278644
Hawaii:U.S. Pacific Trust Territories and Possessions,Hawaii,U.S. Pacific Trust Territories and Possessions,749107.9500000002,926,808.9718682505402
Alaska:Oregon,Alaska,Oregon,2371078.980000002,8458,280.33565618349513
South Dakota:Arkansas,South Dakota,Arkansas,83733.05000000002,282,296.9257092198582
New Mexico:Nebraska,New Mexico,Nebraska,193628.17000000013,730,265.24406849315085
Virginia:Vermont,Virginia,Vermont,815264.8500000002,3729,218.62827835880938
South Dakota:Ohio,South Dakota,Ohio,328279.3000000001,1045,314.1428708133972
Oregon:South Dakota,Oregon,South Dakota,360670.4399999999,1174,307.2150255536626
Massachusetts:Wyoming,Massachusetts,Wyoming,471912.24000000005,1257,375.42739856801916
Utah:Hawaii,Utah,Hawaii,3436324.140000001,10097,340.33120134693485
Nevada:Arizona,Nevada,Arizona,2175793.3699999973,13449,161.7810521228342
Nebraska:Missouri,Nebraska,Missouri,244992.72000000003,1501,163.21966688874085
Kansas:Minnesota,Kansas,Minnesota,412985.9199999998,1336,309.12119760479027
Kansas:Texas,Kansas,Texas,1754044.4099999992,8142,215.43163964627846
Nevada:Colorado,Nevada,Colorado,2893706.7799999965,15775,183.43624595879535
Wyoming:U.S. Virgin Islands,Wyoming,U.S. Virgin Islands,5248.82,8,656.1025
Nebraska:Wyoming,Nebraska,Wyoming,71477.62,230,310.7722608695652
Puerto Rico:Virginia,Puerto Rico,Virginia,2281466.4399999953,8510,268.09241363102177
Hawaii:North Dakota,Hawaii,North Dakota,433878.35999999964,815,532.3660858895701
Maine:Mississippi,Maine,Mississippi,87257.84999999999,270,323.1772222222222
West Virginia:Louisiana,West Virginia,Louisiana,234184.41999999998,754,310.5894164456233
Kansas:Hawaii,Kansas,Hawaii,333425.50999999995,584,570.9340924657533
Florida:Wisconsin,Florida,Wisconsin,8337360.359999999,37672,221.3145136971756
Arizona:Iowa,Arizona,Iowa,1383969.8799999978,5720,241.95277622377583
Oregon:Georgia,Oregon,Georgia,2600642.069999997,8091,321.4240600667405
Iowa:Oklahoma,Iowa,Oklahoma,176962.48999999993,655,270.17174045801517
Minnesota:Tennessee,Minnesota,Tennessee,2948722.3699999913,10440,282.44467145593785
New Hampshire:South Dakota,New Hampshire,South Dakota,31658.390000000003,85,372.45164705882354
Montana:North Dakota,Montana,North Dakota,223806.23999999993,680,329.12682352941164
Wisconsin:Michigan,Wisconsin,Michigan,1880189.7999999989,5892,319.10892735913086
Kentucky:U.S. Pacific Trust Territories and Possessions,Kentucky,U.S. Pacific Trust Territories and Possessions,25055.679999999997,21,1193.127619047619
Louisiana:Colorado,Louisiana,Colorado,2780052.559999997,11769,236.21824793950182
New Jersey:Missouri,New Jersey,Missouri,3302522.739999998,12319,268.08367075249595
North Dakota:Idaho,North Dakota,Idaho,266354.88000000006,751,354.66695073235695
Alaska:Ohio,Alaska,Ohio,547006.9700000003,1328,411.9028388554219
Wyoming:Oregon,Wyoming,Oregon,187684.18,638,294.17583072100314
Wisconsin:Kentucky,Wisconsin,Kentucky,976684.9500000001,3411,286.33390501319263
Georgia:Rhode Island,Georgia,Rhode Island,1041107.6799999999,4123,252.51217074945427
Texas:Colorado,Texas,Colorado,16132894.86000003,70724,228.11061110796942
Arizona:Arizona,Arizona,Arizona,283696.98000000016,1324,214.27264350453183
Maryland:Kentucky,Maryland,Kentucky,864954.4500000004,4397,196.7146804639528
Oregon:Colorado,Oregon,Colorado,2668565.6899999985,11963,223.06826799297824
U.S. Virgin Islands:Wisconsin,U.S. Virgin Islands,Wisconsin,144195.72,378,381.47015873015874
Hawaii:Texas,Hawaii,Texas,11447486.420000007,22147,516.8865498713147
Vermont:Oklahoma,Vermont,Oklahoma,66665.55,193,345.4173575129534
Virginia:Washington,Virginia,Washington,7341578.910000022,22250,329.9586026966302
Florida:Colorado,Florida,Colorado,14886559.590000004,57351,259.56931160746984
North Dakota:Wisconsin,North Dakota,Wisconsin,400310.10000000003,1230,325.4553658536586
Virginia:Michigan,Virginia,Michigan,4869697.769999988,19523,249.43388669774052
Nebraska:Texas,Nebraska,Texas,3472110.860000008,13740,252.70093595342124
Washington:North Dakota,Washington,North Dakota,956131.3699999998,2845,336.074295254833
Kentucky:New Hampshire,Kentucky,New Hampshire,292255.3600000003,1085,269.35977880184356
Pennsylvania:Florida,Pennsylvania,Florida,22902288.48999997,113846,201.1690221000296
South Carolina:West Virginia,South Carolina,West Virginia,106853.54000000001,675,158.30154074074076
Missouri:Oklahoma,Missouri,Oklahoma,542666.56,2722,199.36317413666424
Kentucky:South Dakota,Kentucky,South Dakota,203615.80000000002,641,317.6533541341654
South Dakota:Montana,South Dakota,Montana,179797.41000000006,542,331.7295387453876
Alaska:Virginia,Alaska,Virginia,1570608.6999999986,3405,461.26540381791443
Kentucky:Oregon,Kentucky,Oregon,1230290.8499999987,3723,330.45684931506815
Connecticut:New York,Connecticut,New York,161052.05999999985,635,253.62529133858246
Illinois:Missouri,Illinois,Missouri,5027942.430000006,24598,204.40452191235084
Wyoming:Maryland,Wyoming,Maryland,187982.63999999993,526,357.38144486692
Minnesota:Kentucky,Minnesota,Kentucky,2110720.5,6731,313.5820086168474
Hawaii:New Jersey,Hawaii,New Jersey,4356603.95000001,7497,581.1129718554103
Hawaii:Alaska,Hawaii,Alaska,2156383.38,5595,385.41257908847183
Virginia:Kansas,Virginia,Kansas,673185.0500000009,2610,257.9253065134103
New Mexico:South Carolina,New Mexico,South Carolina,305463.73999999993,1075,284.1523162790697
Indiana:New Mexico,Indiana,New Mexico,348894.03000000014,1304,267.55677147239277
Vermont:Illinois,Vermont,Illinois,554495.8899999997,1844,300.70276030368746
Alaska:Connecticut,Alaska,Connecticut,153528.49,336,456.93002976190473
Michigan:North Dakota,Michigan,North Dakota,592299.12,1812,326.8758940397351
Ohio:New Jersey,Ohio,New Jersey,3279223.3000000003,10864,301.84308726067746
Iowa:Connecticut,Iowa,Connecticut,248189.97,866,286.5934988452656
Oklahoma:West Virginia,Oklahoma,West Virginia,98568.81,307,321.07104234527685
Utah:Pennsylvania,Utah,Pennsylvania,2601663.389999995,8222,316.42707248844505
Massachusetts:Michigan,Massachusetts,Michigan,2844725.480000012,12699,224.01177100559195
Wyoming:Minnesota,Wyoming,Minnesota,238669.72999999984,800,298.3371624999998
West Virginia:Arizona,West Virginia,Arizona,178665.29,563,317.3450976909414
Nebraska:Vermont,Nebraska,Vermont,60597.28999999999,178,340.43421348314604
Connecticut:Nebraska,Connecticut,Nebraska,274754.95000000007,951,288.9116193480547
Wisconsin:Rhode Island,Wisconsin,Rhode Island,378793.0299999997,1292,293.1834597523217
Arkansas:Arkansas,Arkansas,Arkansas,673.0,3,224.33333333333334
Tennessee:New Hampshire,Tennessee,New Hampshire,455863.0899999997,1809,251.99728579325577
Nebraska:New Hampshire,Nebraska,New Hampshire,98410.88,349,281.9795988538682
Texas:Indiana,Texas,Indiana,6735122.540000025,27053,248.9602831478958
Tennessee:Texas,Tennessee,Texas,11504900.219999975,48373,237.837227792363
Kansas:Louisiana,Kansas,Louisiana,266747.70999999996,1137,234.60660510114332
Maine:Illinois,Maine,Illinois,879083.8199999993,3005,292.54037271214617
North Dakota:New Jersey,North Dakota,New Jersey,242958.5000000001,738,329.21205962059634
North Carolina:Missouri,North Carolina,Missouri,4642930.100000013,19681,235.90925765967242
Washington:Kansas,Washington,Kansas,662817.5600000002,2232,296.96127240143375
Oklahoma:California,Oklahoma,California,6911780.30000001,25983,266.01163453027016
U.S. Virgin Islands:California,U.S. Virgin Islands,California,1216012.610000001,2786,436.47258076094795
Kansas:Arkansas,Kansas,Arkansas,34070.600000000006,144,236.60138888888892
Maine:Connecticut,Maine,Connecticut,8560.42,15,570.6946666666666
Indiana:North Carolina,Indiana,North Carolina,2817603.2600000063,12174,231.44432889765125
Massachusetts:Georgia,Massachusetts,Georgia,4521835.389999994,18239,247.92123416853963
South Carolina:Massachusetts,South Carolina,Massachusetts,1909716.0300000003,9686,197.1625056782986
Arkansas:Connecticut,Arkansas,Connecticut,206336.47000000018,705,292.6758439716315
U.S. Virgin Islands:Texas,U.S. Virgin Islands,Texas,1320406.909999999,3435,384.39793595342036
New Mexico:Pennsylvania,New Mexico,Pennsylvania,961510.3299999997,3381,284.3863738538893
Alabama:New Hampshire,Alabama,New Hampshire,212892.74000000037,751,283.47901464713766
South Dakota:Texas,South Dakota,Texas,1491400.5499999975,4939,301.9640716744275
Iowa:New Hampshire,Iowa,New Hampshire,89339.36999999998,305,292.9159672131147
New York:North Carolina,New York,North Carolina,15338423.950000033,71279,215.18854010297608
Illinois:Michigan,Illinois,Michigan,4685355.579999997,20780,225.4742820019248
Oklahoma:Alabama,Oklahoma,Alabama,524848.4600000005,1892,277.4040486257931
Ohio:Oregon,Ohio,Oregon,1798634.289999996,5764,312.04619882026304
